formasi_id,ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max
a94b89f4-8616-4943-93f1-559c631687bd,Pemerintah Kab. Kolaka Utara,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Kolaka Utara | Sekretariat Daerah | Dinas Pendidikan dan Kebudayaan | Sekretariat,1,1,2785700,2785700
f99db024-26ca-4076-bda1-f06c98dc0a4c,Pemerintah Kab. Kolaka Utara,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Kolaka Utara | Sekretariat Daerah | Dinas Ketahanan Pangan | Sekretariat,1,1,2785700,2785700
fb5fd6bb-4c0e-4e69-8254-3be5b7b04438,Pemerintah Kab. Kolaka Utara,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"Pemerintah Kabupaten Kolaka Utara | Sekretariat Daerah | Dinas Koperasi, Usaha Kecil dan Menengah | Sekretariat",1,1,2785700,2785700
8a0186ce915e61b701915f98a8726be4,Pemerintah Kab. Konawe,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KONAWE | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PENYELENGGARAAN E-GOVERMENT,2,1,3000000,5000000
11377ba0-d3e2-4005-b819-d994c9f323f3,Pemerintah Kab. Konawe,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KONAWE | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG EKONOMI,2,1,3000000,5000000
1ceb3da7-f214-4339-8a19-686cb35a65bb,Pemerintah Kab. Konawe,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KONAWE | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG PENYELENGGARAAN E-GOVERMENT,6,1,3000000,5000000
1f26baca-9929-4197-9cc8-d9cac4c95ec0,Pemerintah Kab. Konawe,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KONAWE | BADAN PENDAPATAN DAERAH | SEKRETARIS | SUB BAGIAN UMUM DAN KEPEGAWAIAN,2,1,3000000,5000000
53f0debb-5e09-4413-a93c-f6cea8117f0c,Pemerintah Kab. Konawe,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KONAWE | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG FISIK DAN PRASARANA,2,1,3000000,5000000
5fcd46cf-88d6-4e57-8993-12bb6b4dc1fa,Pemerintah Kab. Konawe,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN KONAWE | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG RENCANA STRATEGI, PEMANTAUAN DAN EVALUASI",2,1,3000000,5000000
613cdcdb-27ba-40ce-8422-b0f579df89d5,Pemerintah Kab. Konawe,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KONAWE | BADAN PERENCANAAN PEMBANGUNAN DAERAH | SEKRETARIAT BADAN PERENCANAAN PEMBANGUNAN DAERAH | SUB BAGIAN UMUM & KEPEGAWAIAN,1,1,3000000,5000000
7f82c122-0424-468c-b707-e70f4cac9f45,Pemerintah Kab. Kupang,CPNS,UMUM,AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | INSPEKTORAT DAERAH | INSPEKTUR PEMBANTU WILAYAH I - INSPEKTORAT DAERAH,4,1,2000000,4000000
832f4a06-ddd3-43ac-b612-4c6feea09372,Pemerintah Kab. Kupang,CPNS,UMUM,AUDITOR AHLI PERTAMA,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | INSPEKTORAT DAERAH | INSPEKTUR PEMBANTU WILAYAH III - INSPEKTORAT DAERAH,4,1,2000000,4000000
8a028490914aa6ad01914abb130f0d80,Pemerintah Kab. Kupang,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS KEARSIPAN DAN PERPUSTAKAAN | SEKRETARIAT DINAS KEARSIPAN DAN PERPUSTAKAAN | SUB BAGIAN UMUM DAN KEPEGAWAIAN DINAS KEARSIPAN DAN PERPUSTAKAAN,1,1,2000000,4000000
8a028490914aa6ad01914ac0728e120e,Pemerintah Kab. Kupang,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS LINGKUNGAN HIDUP | BIDANG KONSERVASI, PEMANTAUAN DAN PENGENDALIAN PENCEMARAN DAN KERUSAKAN LINGKUNGAN - DINAS LINGKUNGAN HIDUP",1,1,2000000,4000000
0797210a-f70f-47ae-aa34-2a2afbe6700e,Pemerintah Kab. Kupang,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | BIDANG KESEJAHTERAAN KELUARGA - DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK",1,1,2000000,4000000
16e9e687-ad7f-4167-9104-8c742f5f47cc,Pemerintah Kab. Kupang,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS KEARSIPAN DAN PERPUSTAKAAN | SEKRETARIAT DINAS KEARSIPAN DAN PERPUSTAKAAN | SUB BAGIAN UMUM DAN KEPEGAWAIAN DINAS KEARSIPAN DAN PERPUSTAKAAN,1,1,2000000,4000000
23ef554f-f418-40b2-a724-b33e66656719,Pemerintah Kab. Kupang,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS PEMBERDAYAAN MASYARAKAT DAN DESA | BIDANG KELEMBAGAAN DAN PENGEMBANGAN PARTISIPASI MASYARAKAT - DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,1,1,2000000,4000000
3b590dd8-ab1a-4253-b70b-75aa8f4f829f,Pemerintah Kab. Kupang,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS KEPEMUDAAN DAN OLAHRAGA | BIDANG PEMBUDAYAAN DAN PEMBINAAN OLAHRAGA - DINAS KEPEMUDAAN DAN OLAHRAGA,1,1,2000000,4000000
3c189831-a042-4144-be20-f62b145ca34e,Pemerintah Kab. Kupang,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG LAYANAN E-GOVERNMENT - DINAS KOMUNIKASI DAN INFORMATIKA,1,1,2000000,2000000
3e175f9c-0b95-4eb0-a410-d14ff9c0f2f8,Pemerintah Kab. Kupang,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN KUPANG | SEKRETARIAT DAERAH | DINAS SOSIAL | SEKRETARIAT DINAS SOSIAL | SUB BAGIAN UMUM DAN KEPEGAWAIAN,2,1,2000000,4000000
8a01849d91446dd801914482245b04a0,Pemerintah Kab. Lahat,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LAHAT | SEKRETARIAT DAERAH | ASISTEN II BIDANG PEREKONOMIAN DAN PEMBANGUNAN SEKRETARIAT DAERAH | BAGIAN PENGADAAN BARANG DAN JASA SEKRETARIAT DAERAH,1,1,2785700,3285700
8a01849d91446dd8019144837b6b0603,Pemerintah Kab. Lahat,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN LAHAT | DINAS KESEHATAN | SEKRETARIAT DINAS KESEHATAN | SUB BAGIAN HUKUM, KEPEGAWAIAN, UMUM DAN HUBUNGAN MASYARAKAT DINAS KESEHATAN",1,1,2785700,3285700
5593ebeb-05ba-4bc6-bf6f-20c4ec756441,Pemerintah Kab. Lahat,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LAHAT | SEKRETARIAT DPRD | BAGIAN PERSIDANGAN DAN PERUNDANG-UNDANGAN,1,1,2785700,3285700
592256b8-8915-4e7a-bcd2-e032680c0cf5,Pemerintah Kab. Lahat,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LAHAT | DINAS LINGKUNGAN HIDUP | SEKRETARIAT DINAS LINGKUNGAN HIDUP | SUB BAGIAN UMUM DAN KEPEGAWAIAN DINAS LINGKUNGAN HIDUP,1,1,3203600,3703600
79e448e5-bb57-47a8-afbd-c45e0adacfc1,Pemerintah Kab. Lahat,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LAHAT | DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK | BIDANG DATA DAN INFORMASI GENDER DAN ANAK,1,1,3203600,3703600
aaafa2e5-19ca-482b-9293-7b397bc6fd38,Pemerintah Kab. Lahat,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LAHAT | SEKRETARIAT DAERAH | ASISTEN II BIDANG PEREKONOMIAN DAN PEMBANGUNAN SEKRETARIAT DAERAH | BAGIAN PENGADAAN BARANG DAN JASA SEKRETARIAT DAERAH,4,1,2785700,3285700
b7c0a6ca-cb66-4eb7-8de0-77bd1c2af43f,Pemerintah Kab. Lahat,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LAHAT | SEKRETARIAT DAERAH | ASISTEN I BIDANG PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT SEKRETARIAT DAERAH | BAGIAN KESEJAHTERAAN RAKYAT SEKRETARIAT DAERAH,1,1,2785700,3285700
e400b703-3d83-472e-9347-4e596db114d4,Pemerintah Kab. Lahat,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN LAHAT | DINAS KESEHATAN | SEKRETARIAT DINAS KESEHATAN | SUB BAGIAN HUKUM, KEPEGAWAIAN, UMUM DAN HUBUNGAN MASYARAKAT DINAS KESEHATAN",7,1,2785700,3285700
8a018692915486670191549bd64c0c69,Pemerintah Kab. Lamandau,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Lamandau | Dinas Kesehatan | Unit Pelaksana Teknis Rumah Sakit Umum Daerah Lamandau | Bagian Tata Usaha | Sub Bagian Umum dan Kepegawaian,1,1,2785700,4575200
8a01869291548667019154f62ff71cc9,Pemerintah Kab. Lamandau,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"Pemerintah Kabupaten Lamandau | Dinas Kesehatan | Unit Pelaksana Teknis Rumah Sakit Umum Daerah Lamandau | Bagian Tata Usaha | Sub Bagian Perencanaan, Evaluasi dan Pelaporan",1,1,2785700,4575200
01807c68-5aa8-49bc-bb79-fb55c8a5c3b3,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA | SEKRETARIAT | SUB BAGIAN KEUANGAN,1,1,3000000,4500000
036e2b30-9908-4f08-bea6-b2773c37cda9,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN KERJA SAMA,2,1,3000000,4500000
0af89300-e099-4f31-906e-eb6172d7ed45,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | RUMAH SAKIT UMUM DAERAH KARANGKEMBANG | SUB BAGIAN UMUM KEPEGAWAIAN DAN KEUANGAN,1,1,3000000,4500000
26abd39a-3648-4358-b679-193bc8ab8158,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN TATA PEMERINTAHAN,1,1,3000000,4500000
6394298f-ca21-4410-ac61-602c9230662c,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA | SEKRETARIAT | SUB BAGIAN PROGRAM DAN EVALUASI,1,1,3000000,4500000
b51f4d1e-9553-4148-9c23-62cc73213f4b,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | DINAS LINGKUNGAN HIDUP | BIDANG TATA LINGKUNGAN,1,1,3000000,4500000
c2189f08-e515-432c-ac00-5e2203f7f09e,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH | BAGIAN FASILITASI PENGANGGARAN, PENGAWASAN DAN ASPIRASI",1,1,3000000,4500000
c349c57e-ab7b-4a13-ba02-9d43bc600cf7,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN LAMONGAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN DAN INFORMASI KEPEGAWAIAN ASN",1,1,3000000,4500000
c6236c67-7991-4ac1-aaab-edbbd2dbcfc9,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | DINAS LINGKUNGAN HIDUP | BIDANG PENAATAN DAN PENINGKATAN KAPASITAS LINGKUNGAN HIDUP,1,1,3000000,4500000
e1ce24f9-2369-4285-a0d9-d7da5b261d16,Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN ORGANISASI SEKRETARIAT DAERAH,1,1,3000000,4500000
a63e2f25-8c65-4cf2-9782-8a5a594b9a79,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | DINAS KESEHATAN KAB. LEMBATA | SEKRETARIS DINAS KESEHATAN KAB.LEMBATA | KASUBAG KEUANGAN DAN PERENCANAAN PROGRAM DINAS KESEHATAN,1,1,2785700,3500000
aace927d-3bb3-4403-ae55-bf7f74ac80d5,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Perumahan Rakyat, Kawasan Permukiman dan Pertanahan | Sekretariat",1,1,2785700,3500000
ae7f92af-2d03-45f5-aa82-bce9f9171b2a,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Pemerintahan dan Kesejahteraan Rakyat | Bagian Kesejahteraan Rakyat,1,1,2785700,3500000
b183dba7-cef5-411a-997a-9bceffc209c3,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pariwisata dan Ekonomi Kreatif | Bidang Pemasaran Pariwisata,2,1,2785700,3500000
bc8d4f5a-715a-4008-bfe0-5cdff5aa976a,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Satuan Polisi Pamong Praja | Sekretariat | Sub Bagian umum dan kepegawaian satuan polisi pamong praja,1,1,2785700,3500000
beeedb99-8aba-4d0e-9cf5-22c972109c88,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Bidang Pembinaan Ketenagaan,1,1,2785700,3500000
c319d979-02e6-4a9a-bd9e-e8163517f6cd,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pariwisata dan Ekonomi Kreatif | Bidang Pengembangan Sumber Daya Pariwisata,2,1,2785700,3500000
c502a170-b54e-4c3a-8753-ec32697ec6d3,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Organisasi,1,1,2785700,3500000
c575d2f5-16e8-467b-b751-6ec855b67e73,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Pendapatan Daerah | Sekretariat | Sub Bagian Umum dan Kepegawaian,1,1,2785700,3500000
cd9c5741-524d-478a-868d-f554a3b31849,Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Bidang Pembinaan Sekolah Menengah Pertama,1,1,2785700,3500000
38259060-9efc-4ca3-a974-525e9e74e8d9,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | DINAS PERHUBUNGAN | BIDANG PELAYARAN | SEKSI ANGKUTAN PELAYARAN RAKYAT DAN ANGKUTAN SUNGAI DANAU DAN PENYEBRANGAN,1,1,3000000,4000000
39691500-7568-4548-9868-8f3a9672c107,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | KECAMATAN | KECAMATAN KALAENA | SEKSI PEMERINTAHAN UMUM,1,1,3000000,4000000
39965c73-9b77-4e27-9b48-d10473413d54,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | DINAS PARIWISATA KEPEMUDAAN DAN OLAHRAGA | BIDANG KEMITRAAN DAN PENGEMBANGAN DESTINASI PARIWISATA,1,1,3000000,4000000
3cbcc08b-984a-49ed-8472-1be01023ee8a,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | KECAMATAN | KECAMATAN TOMONI | SEKRETARIS CAMAT | SUB BAGIAN UMUM DAN KEUANGAN,1,1,3000000,4000000
3de681e2-7d9e-4c55-b7f4-b0efa68ba456,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | DINAS LINGKUNGAN HIDUP | SEKRETARIS DINAS | SUB BAGIAN UMUM DAN KEUANGAN,1,1,3000000,4000000
41d0dbd0-d1f0-486a-842e-3421527cd381,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | DINAS PERTANIAN DAN KETAHANAN PANGAN | UPTD BALAI PELAKSANA PENYULUH | SUB BAGIAN TATA USAHA,2,1,3000000,4000000
488df63a-1783-4285-9c6c-7a384c2ff61a,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN LUWU TIMUR | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM | BAGIAN UMUM | SUB BAGIAN TATA USAHA PIMPINAN SEKRETARIAT DAERAH, STAF AHLI DAN KEPEGAWAIAN",1,1,3000000,4000000
546e5599-97c1-40ba-bb67-6efe3b7ef3f3,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,"PEMERINTAH KABUPATEN LUWU TIMUR | DINAS LINGKUNGAN HIDUP | BIDANG PENGELOLAAN SAMPAH, LIMBAH BAHAN BERACUN DAN BERBBAHAYA DAN PERTAMANAN",1,1,3000000,4000000
56a50c3f-8925-4f0b-8140-d0a5584583fa,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | DINAS LINGKUNGAN HIDUP | BIDANG PENGENDALIAN PENCEMARAN DAN KERUSAKAN LINGKUNGAN HIDUP,1,1,3000000,4000000
590d342c-96f2-413f-921d-7e1ec04bb994,Pemerintah Kab. Luwu Timur,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN LUWU TIMUR | BADAN PERENCANAAN PENELITIAN DAN PENGEMBANGAN DAERAH | BIDANG PENELITIAN DAN PENGEMBANGAN,1,1,3000000,4000000
20cc0195-54f3-4065-b210-99504e7dbe40,Pemerintah Kab. Majalengka,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN MAJALENGKA | DINAS PARIWISATA DAN KEBUDAYAAN | BIDANG PEMASARAN KEPARIWISATAAN,1,0,2785700,3175698
489f0e8b-2b1c-4499-971d-698ef190e8b4,Pemerintah Kab. Majalengka,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN MAJALENGKA | DINAS KOMUNIKASI DAN INFORMATIKA | BIDANG INFORMATIKA,1,0,2785700,3175698
d18090d4-fc83-44b9-ab98-13bc1467297a,Pemerintah Kab. Majalengka,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN MAJALENGKA | SEKRETARIAT DAERAH | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN | BAGIAN PENGADAAN BARANG DAN JASA,1,0,2785700,3175698
f09176fc-847b-4df0-8f65-dc25a0db8115,Pemerintah Kab. Majalengka,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,PEMERINTAH KABUPATEN MAJALENGKA | DINAS KESEHATAN | RUMAH SAKIT UMUM DAERAH MAJALENGKA | BIDANG PELAYANAN NON MEDIS DAN PENUNJANG NON MEDIS | SEKSI PELAYANAN NON MEDIS,7,0,2785700,3175698
e7ca95b8-896a-41c7-a391-15eb765e24f8,Pemerintah Kab. Majalengka,CPNS,UMUM,PERENCANA AHLI PERTAMA,"PEMERINTAH KABUPATEN MAJALENGKA | DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN | SEKRETARIAT DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN",1,0,2785700,3175698
feed89de-aada-4884-963d-ed556f029407,Pemerintah Kab. Majalengka,CPNS,UMUM,PERENCANA AHLI PERTAMA,PEMERINTAH KABUPATEN MAJALENGKA | BADAN PENDAPATAN DAERAH | SEKRETARIAT BADAN PENDAPATAN DAERAH,1,0,2785700,3175698
0cde7f72-dc69-46b4-9b70-6fa0759a4803,Pemerintah Kab. Majalengka,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN MAJALENGKA | DINAS PERHUBUNGAN | SEKRETARIAT DINAS PERHUBUNGAN,1,0,2785700,3175698
2a53e5fb-a49e-4d39-b299-691f3c24bdcb,Pemerintah Kab. Majalengka,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN MAJALENGKA | DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN | SEKRETARIAT DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN",1,0,2785700,3175698
2ef797c5-1602-4937-8f2e-374c8632e0dd,Pemerintah Kab. Majalengka,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN MAJALENGKA | DINAS PERDAGANGAN DAN PERINDUSTRIAN | SEKRETARIAT DINAS PERDAGANGAN DAN PERINDUSTRIAN,1,0,2785700,3175698
56f9bd12-b1dc-4ff6-8d14-99505ed510c2,Pemerintah Kab. Majalengka,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN MAJALENGKA | DINAS PEMUDA DAN OLAHRAGA | SEKRETARIAT DINAS PEMUDA DAN OLAHRAGA,1,0,2785700,3175698
2c8c082f-54cb-4e30-b395-b3cffa44eb0b,Pemerintah Kab. Maluku Tengah,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Inspektorat | Sekretariat | Sub Bagian Umum Dan Kepegawaian,2,0,3203600,5261500
2edb548c-3bda-4848-aa74-b91412fb48e9,Pemerintah Kab. Maluku Tengah,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu | Sekretariat | Sub Bagian Umum Dan Kepegawaian,2,1,3203600,5261500
3381829c-4d4e-4d66-aa60-88fe82ea3af6,Pemerintah Kab. Maluku Tengah,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Dinas Perdagangan Dan Perindustrian | Sekretariat | Sub Bagian Tata Usaha,1,1,3203600,5261500
3f808058-51f4-4b08-aed0-3d825e5a4ecf,Pemerintah Kab. Maluku Tengah,CPNS,UMUM,PENATA KELOLA SISTEM DAN TEKNOLOGI INFORMASI,Pemerintah Kabupaten Maluku Tengah | Sekretariat Daerah | Dinas Ketahanan Pangan | Sekretariat | Sub Bagian Umum,2,1,3203600,5261500
